src_domain,tgt_domain,weight,log_weight,is_bridge
commondreams.org,d-day.blogspot.com,14.0,2.70805,False
cbsnews.com,d-day.blogspot.com,70.0,4.26268,False
cnn.com,d-day.blogspot.com,175.0,5.170484,False
conservapedia.com,d-day.blogspot.com,3.0,1.386294,False
amazon.com,d-day.blogspot.com,22.0,3.135494,False
corner.nationalreview.com,d-day.blogspot.com,17.0,2.890372,False
abcnews.go.com,d-day.blogspot.com,99.0,4.60517,False
classicalvalues.com,dailykos.com,20.0,3.044522,False
babbazeesbrain.blogspot.com,dailykos.com,2.0,1.098612,False
capitalfax.blogspot.com,dailykos.com,37.0,3.637586,False
althouse.blogspot.com,dailykos.com,10.0,2.397895,False
cujo359.blogspot.com,dailykos.com,9.0,2.302585,False
concurringopinions.com,dailykos.com,2.0,1.098612,False
angrybear.blogspot.com,dailykos.com,8.0,2.197225,False
d-day.blogspot.com,dailykos.com,396.0,5.983936,False
alterdestiny.blogspot.com,dailykos.com,45.0,3.828641,False
buckmire.blogspot.com,dailykos.com,107.0,4.682131,False
atlasshrugs2000.typepad.com,dailykos.com,14.0,2.70805,False
cinie.wordpress.com,dailykos.com,17.0,2.890372,False
blog.badtux.net,dailykos.com,19.0,2.995732,False
crooksandliars.com,dailykos.com,5.0,1.791759,False
cajunboyinthecity.blogspot.com,dailykos.com,2.0,1.098612,False
commondreams.org,dailykos.com,3.0,1.386294,False
cdc.gov,dailykos.com,15.0,2.772589,False
abcnews.go.com,dailykos.com,6.0,1.94591,False
chron.com,dailykos.com,2.0,1.098612,False
corner.nationalreview.com,dailykos.com,2.0,1.098612,False
amazon.com,dailykos.com,15.0,2.772589,False
cbsnews.com,dailykos.com,5.0,1.791759,False
cnn.com,dailykos.com,17.0,2.890372,False
boston.com,dailykos.com,2.0,1.098612,False
cajunboyinthecity.blogspot.com,dailymail.co.uk,8.0,2.197225,False
blog.wired.com,dailymail.co.uk,3.0,1.386294,False
concurringopinions.com,dailymail.co.uk,3.0,1.386294,False
atlasshrugs2000.typepad.com,dailymail.co.uk,23.0,3.178054,False
babbazeesbrain.blogspot.com,dailymail.co.uk,58.0,4.077537,False
d-day.blogspot.com,dailymail.co.uk,2.0,1.098612,False
bbc.co.uk,dailymail.co.uk,6.0,1.94591,False
crooksandliars.com,dailymail.co.uk,2.0,1.098612,False
dailykos.com,dailymail.co.uk,2.0,1.098612,False
circleof13.blogspot.com,dailymail.co.uk,15.0,2.772589,False
chacha.com,dailymail.co.uk,17.0,2.890372,False
conservapedia.com,dailymail.co.uk,5.0,1.791759,False
alternet.org,dailymail.co.uk,3.0,1.386294,False
althouse.blogspot.com,dailymail.co.uk,7.0,2.079442,False
classicalvalues.com,dailymail.co.uk,14.0,2.70805,False
cujo359.blogspot.com,dailymail.co.uk,2.0,1.098612,False
1.bp.blogspot.com,danceswithanxiety.blogspot.com,141.0,4.955827,False
corner.nationalreview.com,danceswithanxiety.blogspot.com,4.0,1.609438,False
boston.com,danceswithanxiety.blogspot.com,6.0,1.94591,False
4.bp.blogspot.com,danceswithanxiety.blogspot.com,160.0,5.081404,False
alternet.org,danceswithanxiety.blogspot.com,2.0,1.098612,False
dailykos.com,danceswithanxiety.blogspot.com,23.0,3.178054,False
chicagotribune.com,danceswithanxiety.blogspot.com,6.0,1.94591,False
cbsnews.com,danceswithanxiety.blogspot.com,8.0,2.197225,False
apple.com,danceswithanxiety.blogspot.com,3.0,1.386294,False
bbc.co.uk,danceswithanxiety.blogspot.com,3.0,1.386294,False
conservapedia.com,danceswithanxiety.blogspot.com,6.0,1.94591,False
chron.com,danceswithanxiety.blogspot.com,2.0,1.098612,False
businessweek.com,danceswithanxiety.blogspot.com,2.0,1.098612,False
amazon.com,danceswithanxiety.blogspot.com,76.0,4.343805,False
breitbart.com,danceswithanxiety.blogspot.com,3.0,1.386294,False
2.bp.blogspot.com,danceswithanxiety.blogspot.com,157.0,5.062595,False
crooksandliars.com,danceswithanxiety.blogspot.com,17.0,2.890372,False
cnn.com,danceswithanxiety.blogspot.com,151.0,5.023881,False
blogger.com,danceswithanxiety.blogspot.com,5351.0,8.585226,False
blog.wired.com,danceswithanxiety.blogspot.com,11.0,2.484907,False
bloomberg.com,danceswithanxiety.blogspot.com,7.0,2.079442,False
3.bp.blogspot.com,danceswithanxiety.blogspot.com,161.0,5.087596,False
dailymail.co.uk,danceswithanxiety.blogspot.com,5.0,1.791759,False
blogs.abcnews.com,danceswithanxiety.blogspot.com,4.0,1.609438,False
abcnews.go.com,danceswithanxiety.blogspot.com,17.0,2.890372,False
cajunboyinthecity.blogspot.com,deadspin.com,78.0,4.369448,False
blogs.wsj.com,deadspin.com,2.0,1.098612,False
cnn.com,deadspin.com,16.0,2.833213,False
boston.com,deadspin.com,27.0,3.332205,False
chicagotribune.com,deadspin.com,18.0,2.944439,False
bloomberg.com,deadspin.com,4.0,1.609438,False
1.bp.blogspot.com,deadspin.com,14.0,2.70805,False
abcnews.go.com,deadspin.com,2.0,1.098612,False
cbsnews.com,deadspin.com,3.0,1.386294,False
amazon.com,deadspin.com,25.0,3.258097,False
chron.com,deadspin.com,6.0,1.94591,False
capitalfax.blogspot.com,del.icio.us,10.0,2.397895,False
concurringopinions.com,digg.com,4.0,1.609438,False
capitalfax.blogspot.com,digg.com,18.0,2.944439,False
buckmire.blogspot.com,digg.com,4.0,1.609438,False
blog.wired.com,digg.com,3.0,1.386294,False
chacha.com,digg.com,18.0,2.944439,False
cbsnews.com,digitalspy.co.uk,13.0,2.639057,False
bloomberg.com,digitalspy.co.uk,6.0,1.94591,False
bbc.co.uk,digitalspy.co.uk,1327.0,7.191429,False
chicagotribune.com,digitalspy.co.uk,3.0,1.386294,False
alternet.org,digitalspy.co.uk,4.0,1.609438,False
cnn.com,digitalspy.co.uk,6.0,1.94591,False
3.bp.blogspot.com,digitalspy.co.uk,14.0,2.70805,False
apple.com,digitalspy.co.uk,108.0,4.691348,False
1.bp.blogspot.com,digitalspy.co.uk,39.0,3.688879,False
deadspin.com,digitalspy.co.uk,4.0,1.609438,False
dailymail.co.uk,digitalspy.co.uk,1265.0,7.143618,False
breitbart.com,digitalspy.co.uk,5.0,1.791759,False
4.bp.blogspot.com,digitalspy.co.uk,66.0,4.204693,False
amazon.com,digitalspy.co.uk,30.0,3.433987,False
businessweek.com,digitalspy.co.uk,8.0,2.197225,False
arstechnica.com,digitalspy.co.uk,18.0,2.944439,False
boston.com,digitalspy.co.uk,6.0,1.94591,False
2.bp.blogspot.com,digitalspy.co.uk,171.0,5.147494,False
blogs.zdnet.com,digitalspy.co.uk,2.0,1.098612,False
2.bp.blogspot.com,djtechnocrat.blogspot.com,5.0,1.791759,False
blogger.com,djtechnocrat.blogspot.com,9243.0,9.13173,False
dailymail.co.uk,djtechnocrat.blogspot.com,15.0,2.772589,False
alternet.org,djtechnocrat.blogspot.com,2.0,1.098612,False
arstechnica.com,djtechnocrat.blogspot.com,69.0,4.248495,False
cbc.ca,djtechnocrat.blogspot.com,11.0,2.484907,False
boston.com,djtechnocrat.blogspot.com,13.0,2.639057,False
blogs.abcnews.com,djtechnocrat.blogspot.com,7.0,2.079442,False
4.bp.blogspot.com,djtechnocrat.blogspot.com,11.0,2.484907,False
chron.com,djtechnocrat.blogspot.com,16.0,2.833213,False
breitbart.com,djtechnocrat.blogspot.com,7.0,2.079442,False
abcnews.go.com,djtechnocrat.blogspot.com,29.0,3.401197,False
apple.com,djtechnocrat.blogspot.com,26.0,3.295837,False
digg.com,djtechnocrat.blogspot.com,6.0,1.94591,False
bloomberg.com,djtechnocrat.blogspot.com,26.0,3.295837,False
3.bp.blogspot.com,djtechnocrat.blogspot.com,8.0,2.197225,False
blog.wired.com,djtechnocrat.blogspot.com,188.0,5.241747,False
chicagotribune.com,djtechnocrat.blogspot.com,6.0,1.94591,False
bbc.co.uk,djtechnocrat.blogspot.com,6.0,1.94591,False
1.bp.blogspot.com,djtechnocrat.blogspot.com,6.0,1.94591,False
amazon.com,djtechnocrat.blogspot.com,15.0,2.772589,False
cnn.com,djtechnocrat.blogspot.com,19.0,2.995732,False
blogs.zdnet.com,djtechnocrat.blogspot.com,88.0,4.488636,False
cdc.gov,djtechnocrat.blogspot.com,12.0,2.564949,False
cbsnews.com,djtechnocrat.blogspot.com,17.0,2.890372,False
businessweek.com,djtechnocrat.blogspot.com,14.0,2.70805,False
d-day.blogspot.com,downwithtyranny.blogspot.com,32.0,3.496508,False
capitalfax.blogspot.com,downwithtyranny.blogspot.com,2.0,1.098612,False
crooksandliars.com,downwithtyranny.blogspot.com,134.0,4.905275,False
cujo359.blogspot.com,downwithtyranny.blogspot.com,8.0,2.197225,False
commondreams.org,downwithtyranny.blogspot.com,7.0,2.079442,False
bloomberg.com,downwithtyranny.blogspot.com,41.0,3.73767,False
dailykos.com,downwithtyranny.blogspot.com,142.0,4.962845,False
amazon.com,downwithtyranny.blogspot.com,37.0,3.637586,False
chron.com,downwithtyranny.blogspot.com,21.0,3.091042,False
blog.wired.com,downwithtyranny.blogspot.com,6.0,1.94591,False
businessweek.com,downwithtyranny.blogspot.com,3.0,1.386294,False
blogs.wsj.com,downwithtyranny.blogspot.com,15.0,2.772589,False
2.bp.blogspot.com,downwithtyranny.blogspot.com,7.0,2.079442,False
3.bp.blogspot.com,downwithtyranny.blogspot.com,2.0,1.098612,False
corner.nationalreview.com,downwithtyranny.blogspot.com,22.0,3.135494,False
blogs.abcnews.com,downwithtyranny.blogspot.com,32.0,3.496508,False
cbsnews.com,downwithtyranny.blogspot.com,55.0,4.025352,False
4.bp.blogspot.com,downwithtyranny.blogspot.com,3.0,1.386294,False
1.bp.blogspot.com,downwithtyranny.blogspot.com,6.0,1.94591,False
alternet.org,downwithtyranny.blogspot.com,34.0,3.555348,False
arstechnica.com,downwithtyranny.blogspot.com,2.0,1.098612,False
abcnews.go.com,downwithtyranny.blogspot.com,69.0,4.248495,False
chicagotribune.com,downwithtyranny.blogspot.com,20.0,3.044522,False
cnn.com,downwithtyranny.blogspot.com,133.0,4.89784,False
boston.com,downwithtyranny.blogspot.com,60.0,4.110874,False
apple.com,downwithtyranny.blogspot.com,3.0,1.386294,False
blogger.com,downwithtyranny.blogspot.com,11.0,2.484907,False
breitbart.com,downwithtyranny.blogspot.com,12.0,2.564949,False
crooksandliars.com,dumpbachmann.blogspot.com,14.0,2.70805,False
dailykos.com,dumpbachmann.blogspot.com,43.0,3.78419,False
conservapedia.com,dumpbachmann.blogspot.com,5.0,1.791759,False
commondreams.org,dumpbachmann.blogspot.com,3.0,1.386294,False
4.bp.blogspot.com,dumpbachmann.blogspot.com,52.0,3.970292,False
businessweek.com,dumpbachmann.blogspot.com,2.0,1.098612,False
3.bp.blogspot.com,dumpbachmann.blogspot.com,55.0,4.025352,False
1.bp.blogspot.com,dumpbachmann.blogspot.com,49.0,3.912023,False
atlasshrugs2000.typepad.com,dumpbachmann.blogspot.com,2.0,1.098612,False
alternet.org,dumpbachmann.blogspot.com,5.0,1.791759,False
cbsnews.com,dumpbachmann.blogspot.com,10.0,2.397895,False
abcnews.go.com,dumpbachmann.blogspot.com,8.0,2.197225,False
downwithtyranny.blogspot.com,dumpbachmann.blogspot.com,7.0,2.079442,False
2.bp.blogspot.com,dumpbachmann.blogspot.com,38.0,3.663562,False
blogger.com,dumpbachmann.blogspot.com,13910.0,9.540435,False
chicagotribune.com,dumpbachmann.blogspot.com,2.0,1.098612,False
chron.com,dumpbachmann.blogspot.com,2.0,1.098612,False
blogs.abcnews.com,dumpbachmann.blogspot.com,2.0,1.098612,False
bloomberg.com,dumpbachmann.blogspot.com,3.0,1.386294,False
cnn.com,dumpbachmann.blogspot.com,12.0,2.564949,False
amazon.com,dumpbachmann.blogspot.com,6.0,1.94591,False
dailykos.com,economist.com,2.0,1.098612,False
classicalvalues.com,economist.com,3.0,1.386294,False
bbc.co.uk,economist.com,2.0,1.098612,False
corner.nationalreview.com,economist.com,3.0,1.386294,False
downwithtyranny.blogspot.com,economist.com,5.0,1.791759,False
concurringopinions.com,economist.com,47.0,3.871201,False
circleof13.blogspot.com,economist.com,6.0,1.94591,False
capitalfax.blogspot.com,economist.com,5.0,1.791759,False
alterdestiny.blogspot.com,economist.com,3.0,1.386294,False
angrybear.blogspot.com,economist.com,28.0,3.367296,False
babbazeesbrain.blogspot.com,economist.com,14.0,2.70805,False
blog.openitstrategies.com,economist.com,3.0,1.386294,False
cajunboyinthecity.blogspot.com,economist.com,5.0,1.791759,False
djtechnocrat.blogspot.com,economist.com,3.0,1.386294,False
boston.com,economist.com,5.0,1.791759,False
althouse.blogspot.com,economist.com,2.0,1.098612,False
d-day.blogspot.com,economist.com,2.0,1.098612,False
businessweek.com,economist.com,2.0,1.098612,False
blogs.zdnet.com,economist.com,2.0,1.098612,False
cujo359.blogspot.com,economist.com,2.0,1.098612,False
amazon.com,economist.com,8.0,2.197225,False
cnn.com,economist.com,2.0,1.098612,False
bloomberg.com,economist.com,4.0,1.609438,False
blogs.wsj.com,economist.com,2.0,1.098612,False
d-day.blogspot.com,edition.cnn.com,10.0,2.397895,False
djtechnocrat.blogspot.com,edition.cnn.com,7.0,2.079442,False
capitalfax.blogspot.com,edition.cnn.com,5.0,1.791759,False
cnn.com,edition.cnn.com,1797.0,7.49443,False
babbazeesbrain.blogspot.com,edition.cnn.com,79.0,4.382027,False
conservapedia.com,edition.cnn.com,8.0,2.197225,False
danceswithanxiety.blogspot.com,edition.cnn.com,4.0,1.609438,False
alterdestiny.blogspot.com,edition.cnn.com,5.0,1.791759,False
althouse.blogspot.com,edition.cnn.com,4.0,1.609438,False
digitalspy.co.uk,edition.cnn.com,19.0,2.995732,False
cinie.wordpress.com,edition.cnn.com,12.0,2.564949,False
circleof13.blogspot.com,edition.cnn.com,4.0,1.609438,False
concurringopinions.com,edition.cnn.com,2.0,1.098612,False
cujo359.blogspot.com,edition.cnn.com,2.0,1.098612,False
blog.badtux.net,edition.cnn.com,8.0,2.197225,False
classicalvalues.com,edition.cnn.com,8.0,2.197225,False
angrybear.blogspot.com,edition.cnn.com,6.0,1.94591,False
downwithtyranny.blogspot.com,edition.cnn.com,5.0,1.791759,False
atlasshrugs2000.typepad.com,edition.cnn.com,4.0,1.609438,False
buckmire.blogspot.com,edition.cnn.com,5.0,1.791759,False
chacha.com,edition.cnn.com,11.0,2.484907,False
cdc.gov,edition.cnn.com,10.0,2.397895,False
amazon.com,edition.cnn.com,8.0,2.197225,False
conservapedia.com,en.wikipedia.org,614.0,6.421622,False
deadspin.com,en.wikipedia.org,25.0,3.258097,False
danceswithanxiety.blogspot.com,en.wikipedia.org,913.0,6.817831,False
bloomberg.com,en.wikipedia.org,8.0,2.197225,False
cbc.ca,en.wikipedia.org,14.0,2.70805,False
circleof13.blogspot.com,en.wikipedia.org,291.0,5.676754,False
digg.com,en.wikipedia.org,27.0,3.332205,False
chacha.com,en.wikipedia.org,578.0,6.361302,False
blogs.zdnet.com,en.wikipedia.org,104.0,4.65396,False
angrybear.blogspot.com,en.wikipedia.org,168.0,5.129899,False
cujo359.blogspot.com,en.wikipedia.org,413.0,6.025866,False
dailymail.co.uk,en.wikipedia.org,12.0,2.564949,False
cinie.wordpress.com,en.wikipedia.org,417.0,6.035481,False
arstechnica.com,en.wikipedia.org,11.0,2.484907,False
cnn.com,en.wikipedia.org,2.0,1.098612,False
atlasshrugs2000.typepad.com,en.wikipedia.org,169.0,5.135798,False
bbc.co.uk,en.wikipedia.org,59.0,4.094345,False
corner.nationalreview.com,en.wikipedia.org,10.0,2.397895,False
blogs.wsj.com,en.wikipedia.org,5.0,1.791759,False
alterdestiny.blogspot.com,en.wikipedia.org,158.0,5.068904,False
blog.badtux.net,en.wikipedia.org,216.0,5.379897,False
althouse.blogspot.com,en.wikipedia.org,122.0,4.812184,False
dailykos.com,en.wikipedia.org,54.0,4.007333,False
alternet.org,en.wikipedia.org,36.0,3.610918,False
boston.com,en.wikipedia.org,7.0,2.079442,False
crooksandliars.com,en.wikipedia.org,82.0,4.418841,False
economist.com,en.wikipedia.org,7.0,2.079442,False
blog.openitstrategies.com,en.wikipedia.org,233.0,5.455321,False
downwithtyranny.blogspot.com,en.wikipedia.org,99.0,4.60517,False
cajunboyinthecity.blogspot.com,en.wikipedia.org,122.0,4.812184,False
chron.com,en.wikipedia.org,5.0,1.791759,False
cbsnews.com,en.wikipedia.org,11.0,2.484907,False
businessweek.com,en.wikipedia.org,25.0,3.258097,False
amazon.com,en.wikipedia.org,1947.0,7.574558,False
capitalfax.blogspot.com,en.wikipedia.org,129.0,4.867534,False
d-day.blogspot.com,en.wikipedia.org,85.0,4.454347,False
digitalspy.co.uk,en.wikipedia.org,1135.0,7.035269,False
djtechnocrat.blogspot.com,en.wikipedia.org,794.0,6.678342,False
commondreams.org,en.wikipedia.org,11.0,2.484907,False
blog.wired.com,en.wikipedia.org,749.0,6.620073,False
babbazeesbrain.blogspot.com,en.wikipedia.org,738.0,6.605298,False
buckmire.blogspot.com,en.wikipedia.org,210.0,5.351858,False
dumpbachmann.blogspot.com,en.wikipedia.org,86.0,4.465908,False
concurringopinions.com,en.wikipedia.org,521.0,6.257668,False
classicalvalues.com,en.wikipedia.org,481.0,6.177944,False
djtechnocrat.blogspot.com,engadget.com,65.0,4.189655,False
chacha.com,engadget.com,5.0,1.791759,False
digitalspy.co.uk,engadget.com,2.0,1.098612,False
blog.wired.com,engadget.com,7.0,2.079442,False
blog.badtux.net,engadget.com,2.0,1.098612,False
blog.openitstrategies.com,engadget.com,29.0,3.401197,False
amazon.com,engadget.com,28.0,3.367296,False
arstechnica.com,engadget.com,4.0,1.609438,False
blogs.zdnet.com,engadget.com,4.0,1.609438,False
en.wikipedia.org,engadget.com,2.0,1.098612,False
chacha.com,eonline.com,20.0,3.044522,False
chicagotribune.com,eonline.com,4.0,1.609438,False
digitalspy.co.uk,eonline.com,6.0,1.94591,False
classicalvalues.com,eonline.com,2.0,1.098612,False
blog.wired.com,eonline.com,4.0,1.609438,False
blog.badtux.net,eonline.com,2.0,1.098612,False
buckmire.blogspot.com,eonline.com,5.0,1.791759,False
abcnews.go.com,eonline.com,3.0,1.386294,False
commondreams.org,evolvehappy.com,12.0,2.564949,False
businessweek.com,evolvehappy.com,4.0,1.609438,False
2.bp.blogspot.com,evolvehappy.com,39.0,3.688879,False
boston.com,evolvehappy.com,20.0,3.044522,False
dailymail.co.uk,evolvehappy.com,19.0,2.995732,False
economist.com,evolvehappy.com,8.0,2.197225,False
cbsnews.com,evolvehappy.com,14.0,2.70805,False
engadget.com,evolvehappy.com,4.0,1.609438,False
3.bp.blogspot.com,evolvehappy.com,44.0,3.806662,False
blog.wired.com,evolvehappy.com,31.0,3.465736,False
4.bp.blogspot.com,evolvehappy.com,99.0,4.60517,False
abcnews.go.com,evolvehappy.com,10.0,2.397895,False
en.wikipedia.org,evolvehappy.com,928.0,6.834109,False
chicagotribune.com,evolvehappy.com,8.0,2.197225,False
edition.cnn.com,evolvehappy.com,15.0,2.772589,False
cnn.com,evolvehappy.com,24.0,3.218876,False
amazon.com,evolvehappy.com,106.0,4.672829,False
breitbart.com,evolvehappy.com,5.0,1.791759,False
alternet.org,evolvehappy.com,16.0,2.833213,False
bbc.co.uk,evolvehappy.com,39.0,3.688879,False
apple.com,evolvehappy.com,9.0,2.302585,False
blogger.com,evolvehappy.com,9736.0,9.183688,False
1.bp.blogspot.com,evolvehappy.com,50.0,3.931826,False
crooksandliars.com,evolvehappy.com,5.0,1.791759,False
capitalfax.blogspot.com,examiner.com,8.0,2.197225,False
circleof13.blogspot.com,examiner.com,21.0,3.091042,False
deadspin.com,examiner.com,11.0,2.484907,False
downwithtyranny.blogspot.com,examiner.com,8.0,2.197225,False
chacha.com,examiner.com,4.0,1.609438,False
arstechnica.com,examiner.com,2.0,1.098612,False
digitalspy.co.uk,examiner.com,22.0,3.135494,False
alterdestiny.blogspot.com,examiner.com,2.0,1.098612,False
classicalvalues.com,examiner.com,18.0,2.944439,False
cinie.wordpress.com,examiner.com,16.0,2.833213,False
atlasshrugs2000.typepad.com,examiner.com,6.0,1.94591,False
buckmire.blogspot.com,examiner.com,2.0,1.098612,False
d-day.blogspot.com,examiner.com,4.0,1.609438,False
angrybear.blogspot.com,examiner.com,3.0,1.386294,False
concurringopinions.com,examiner.com,2.0,1.098612,False
dumpbachmann.blogspot.com,examiner.com,3.0,1.386294,False
babbazeesbrain.blogspot.com,examiner.com,28.0,3.367296,False
blog.wired.com,examiner.com,3.0,1.386294,False
cdc.gov,examiner.com,11.0,2.484907,False
dailymail.co.uk,examiner.com,2.0,1.098612,False
cnn.com,examiner.com,9.0,2.302585,False
en.wikipedia.org,examiner.com,195.0,5.278115,False
abcnews.go.com,examiner.com,3.0,1.386294,False
cbsnews.com,examiner.com,5.0,1.791759,False
chicagotribune.com,examiner.com,8.0,2.197225,False
cbc.ca,examiner.com,2.0,1.098612,False
businessweek.com,examiner.com,2.0,1.098612,False
boston.com,examiner.com,3.0,1.386294,False
amazon.com,examiner.com,86.0,4.465908,False
bloomberg.com,examiner.com,2.0,1.098612,False
corner.nationalreview.com,examiner.com,3.0,1.386294,False
economist.com,examiner.com,3.0,1.386294,False
apple.com,examiner.com,8.0,2.197225,False
commondreams.org,examiner.com,3.0,1.386294,False
blogs.abcnews.com,examiner.com,2.0,1.098612,False
alterdestiny.blogspot.com,facebook.com,3.0,1.386294,False
boston.com,facebook.com,6.0,1.94591,False
d-day.blogspot.com,facebook.com,5.0,1.791759,False
bbc.co.uk,facebook.com,10.0,2.397895,False
deadspin.com,facebook.com,13.0,2.639057,False
